% Ag_d90nm_h40nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -5.81166444e-22       2.99005421e-22      -5.81166444e-22       2.99005421e-22      -4.58471506e-22       3.38518587e-22
410.00      -6.71927528e-22       3.67033566e-22      -6.71927528e-22       3.67033566e-22      -6.46079298e-22       6.82908624e-22
420.00      -7.54104428e-22       4.33617479e-22      -7.54104428e-22       4.33617479e-22      -6.62628620e-22       1.12239404e-21
430.00      -8.36777432e-22       5.01459971e-22      -8.36777432e-22       5.01459971e-22      -4.58801817e-22       1.57252703e-21
440.00      -9.15666761e-22       5.76541548e-22      -9.15666761e-22       5.76541548e-22      -3.84950408e-23       1.85134119e-21
450.00      -9.98636157e-22       6.62291427e-22      -9.98636157e-22       6.62291427e-22       4.47728618e-22       1.89164696e-21
460.00      -1.08596267e-21       7.73941932e-22      -1.08596267e-21       7.73941932e-22       8.58439716e-22       1.69315289e-21
470.00      -1.17458778e-21       9.08601765e-22      -1.17458778e-21       9.08601765e-22       1.09149515e-21       1.41340586e-21
480.00      -1.26785791e-21       1.05482439e-21      -1.26785791e-21       1.05482439e-21       1.20471864e-21       1.17316397e-21
490.00      -1.36044688e-21       1.22323106e-21      -1.36044688e-21       1.22323106e-21       1.24628012e-21       9.74097681e-22
500.00      -1.44984661e-21       1.42787136e-21      -1.44984661e-21       1.42787136e-21       1.24741609e-21       8.08863354e-22
510.00      -1.52868518e-21       1.67605365e-21      -1.52868518e-21       1.67605365e-21       1.22678640e-21       6.75801860e-22
520.00      -1.58501616e-21       1.97548610e-21      -1.58501616e-21       1.97548610e-21       1.19560287e-21       5.69585349e-22
530.00      -1.59167819e-21       2.33609424e-21      -1.59167819e-21       2.33609424e-21       1.15788582e-21       4.84865356e-22
540.00      -1.51903430e-21       2.74950108e-21      -1.51903430e-21       2.74950108e-21       1.11899667e-21       4.18010168e-22
550.00      -1.36376347e-21       3.19178535e-21      -1.36376347e-21       3.19178535e-21       1.08567401e-21       3.64738512e-22
560.00      -1.12030534e-21       3.64321859e-21      -1.12030534e-21       3.64321859e-21       1.05843740e-21       3.21180134e-22
570.00      -7.55330679e-22       4.07704797e-21      -7.55330679e-22       4.07704797e-21       1.03393854e-21       2.84709818e-22
580.00      -2.40738445e-22       4.43507981e-21      -2.40738445e-22       4.43507981e-21       1.01005439e-21       2.54010907e-22
590.00       4.10214411e-22       4.63020856e-21       4.10214411e-22       4.63020856e-21       9.85827870e-22       2.28278077e-22
600.00       1.10561459e-21       4.61227593e-21       1.10561459e-21       4.61227593e-21       9.62548093e-22       2.06606875e-22
610.00       1.74299531e-21       4.40540529e-21       1.74299531e-21       4.40540529e-21       9.41320980e-22       1.87912118e-22
620.00       2.26410848e-21       4.07867196e-21       2.26410848e-21       4.07867196e-21       9.22671186e-22       1.71315731e-22
630.00       2.65357892e-21       3.68909181e-21       2.65357892e-21       3.68909181e-21       9.06200428e-22       1.56583591e-22
640.00       2.91851156e-21       3.27778232e-21       2.91851156e-21       3.27778232e-21       8.91213741e-22       1.43494495e-22
650.00       3.07668472e-21       2.87572289e-21       3.07668472e-21       2.87572289e-21       8.77211299e-22       1.31821518e-22
660.00       3.14928562e-21       2.50178905e-21       3.14928562e-21       2.50178905e-21       8.63889454e-22       1.21432159e-22
670.00       3.15939837e-21       2.16795846e-21       3.15939837e-21       2.16795846e-21       8.51213237e-22       1.12160682e-22
680.00       3.12876828e-21       1.87923536e-21       3.12876828e-21       1.87923536e-21       8.39286410e-22       1.03840755e-22
690.00       3.07253161e-21       1.63278272e-21       3.07253161e-21       1.63278272e-21       8.28071645e-22       9.63590358e-23
700.00       3.00195898e-21       1.42452610e-21       3.00195898e-21       1.42452610e-21       8.17556047e-22       8.96156708e-23
710.00       2.92431414e-21       1.24860300e-21       2.92431414e-21       1.24860300e-21       8.07692338e-22       8.35232669e-23
720.00       2.84408300e-21       1.09910053e-21       2.84408300e-21       1.09910053e-21       7.98391312e-22       7.79597924e-23
730.00       2.76420292e-21       9.72254468e-22       2.76420292e-21       9.72254468e-22       7.89634340e-22       7.28926072e-23
740.00       2.68662195e-21       8.64815639e-22       2.68662195e-21       8.64815639e-22       7.81406718e-22       6.83112779e-23
750.00       2.61236620e-21       7.73748723e-22       2.61236620e-21       7.73748723e-22       7.73677379e-22       6.41936136e-23
760.00       2.54224931e-21       6.96669490e-22       2.54224931e-21       6.96669490e-22       7.66464001e-22       6.05315984e-23
770.00       2.47694753e-21       6.31341686e-22       2.47694753e-21       6.31341686e-22       7.59760515e-22       5.72748557e-23
780.00       2.41595296e-21       5.75125995e-22       2.41595296e-21       5.75125995e-22       7.53468661e-22       5.43235870e-23
790.00       2.35883969e-21       5.26082514e-22       2.35883969e-21       5.26082514e-22       7.47508367e-22       5.16164264e-23
800.00       2.30514465e-21       4.82716404e-22       2.30514465e-21       4.82716404e-22       7.41828626e-22       4.90882829e-23
