% Ag_d140nm_h30nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -8.47902381e-22       5.24441013e-22      -8.47902381e-22       5.24441013e-22      -2.27596043e-22       5.61013258e-22
410.00      -9.41209575e-22       5.98004254e-22      -9.41209575e-22       5.98004254e-22       3.97845552e-22       1.28868184e-21
420.00      -1.02320665e-21       6.64731234e-22      -1.02320665e-21       6.64731234e-22       8.53982474e-22       9.99416722e-22
430.00      -1.10341009e-21       7.26903748e-22      -1.10341009e-21       7.26903748e-22       9.55282720e-22       7.77997215e-22
440.00      -1.17800475e-21       7.89394715e-22      -1.17800475e-21       7.89394715e-22       9.73690895e-22       6.47573118e-22
450.00      -1.25453984e-21       8.54653280e-22      -1.25453984e-21       8.54653280e-22       9.76633239e-22       5.57964928e-22
460.00      -1.33404518e-21       9.33416773e-22      -1.33404518e-21       9.33416773e-22       9.67227193e-22       4.86457596e-22
470.00      -1.41563158e-21       1.01977175e-21      -1.41563158e-21       1.01977175e-21       9.56309396e-22       4.31593878e-22
480.00      -1.50203746e-21       1.10317161e-21      -1.50203746e-21       1.10317161e-21       9.51216793e-22       3.89390723e-22
490.00      -1.59093428e-21       1.18967775e-21      -1.59093428e-21       1.18967775e-21       9.46873516e-22       3.55040068e-22
500.00      -1.68433396e-21       1.28535187e-21      -1.68433396e-21       1.28535187e-21       9.41549916e-22       3.24978703e-22
510.00      -1.78217747e-21       1.39104204e-21      -1.78217747e-21       1.39104204e-21       9.35731119e-22       2.98493410e-22
520.00      -1.88438782e-21       1.50780070e-21      -1.88438782e-21       1.50780070e-21       9.29672482e-22       2.75061079e-22
530.00      -1.98836113e-21       1.64044525e-21      -1.98836113e-21       1.64044525e-21       9.22682443e-22       2.54508818e-22
540.00      -2.09234406e-21       1.78861466e-21      -2.09234406e-21       1.78861466e-21       9.15502263e-22       2.36630968e-22
550.00      -2.20145165e-21       1.94378076e-21      -2.20145165e-21       1.94378076e-21       9.10056390e-22       2.20651824e-22
560.00      -2.31881822e-21       2.10228464e-21      -2.31881822e-21       2.10228464e-21       9.06543080e-22       2.06088011e-22
570.00      -2.44179419e-21       2.27123482e-21      -2.44179419e-21       2.27123482e-21       9.03614447e-22       1.92811750e-22
580.00      -2.56582735e-21       2.46015021e-21      -2.56582735e-21       2.46015021e-21       9.00285199e-22       1.80777573e-22
590.00      -2.68455744e-21       2.67785531e-21      -2.68455744e-21       2.67785531e-21       8.96059816e-22       1.70056660e-22
600.00      -2.79677237e-21       2.92427528e-21      -2.79677237e-21       2.92427528e-21       8.91475181e-22       1.60422095e-22
610.00      -2.90493365e-21       3.19658803e-21      -2.90493365e-21       3.19658803e-21       8.87137911e-22       1.51558592e-22
620.00      -3.01348998e-21       3.49192386e-21      -3.01348998e-21       3.49192386e-21       8.83454039e-22       1.43171711e-22
630.00      -3.12036672e-21       3.81262115e-21      -3.12036672e-21       3.81262115e-21       8.80286928e-22       1.35264132e-22
640.00      -3.21978733e-21       4.16537251e-21      -3.21978733e-21       4.16537251e-21       8.77350086e-22       1.27879218e-22
650.00      -3.30454297e-21       4.55679489e-21      -3.30454297e-21       4.55679489e-21       8.74474710e-22       1.20960897e-22
660.00      -3.36407585e-21       4.99387482e-21      -3.36407585e-21       4.99387482e-21       8.71518714e-22       1.14540368e-22
670.00      -3.38753452e-21       5.48094876e-21      -3.38753452e-21       5.48094876e-21       8.68478694e-22       1.08562211e-22
680.00      -3.36485945e-21       6.01743609e-21      -3.36485945e-21       6.01743609e-21       8.65440477e-22       1.02980494e-22
690.00      -3.28191176e-21       6.60151707e-21      -3.28191176e-21       6.60151707e-21       8.62476704e-22       9.77775485e-23
700.00      -3.12270116e-21       7.22761383e-21      -3.12270116e-21       7.22761383e-21       8.59584479e-22       9.29097326e-23
710.00      -2.87001754e-21       7.88701847e-21      -2.87001754e-21       7.88701847e-21       8.56783245e-22       8.83688764e-23
720.00      -2.50455323e-21       8.56541201e-21      -2.50455323e-21       8.56541201e-21       8.54030569e-22       8.40930289e-23
730.00      -2.01102256e-21       9.23724100e-21      -2.01102256e-21       9.23724100e-21       8.51370904e-22       8.00816694e-23
740.00      -1.37912464e-21       9.86778108e-21      -1.37912464e-21       9.86778108e-21       8.48791056e-22       7.63482661e-23
750.00      -6.14622679e-22       1.04148579e-20      -6.14622679e-22       1.04148579e-20       8.46342937e-22       7.29039902e-23
760.00       2.63215955e-22       1.08370906e-20       2.63215955e-22       1.08370906e-20       8.44007625e-22       6.97318195e-23
770.00       1.21646312e-21       1.11034185e-20       1.21646312e-21       1.11034185e-20       8.41821308e-22       6.68207963e-23
780.00       2.20748386e-21       1.11982219e-20       2.20748386e-21       1.11982219e-20       8.39748080e-22       6.41293926e-23
790.00       3.19611638e-21       1.11175507e-20       3.19611638e-21       1.11175507e-20       8.37734624e-22       6.15966398e-23
800.00       4.14343424e-21       1.08700941e-20       4.14343424e-21       1.08700941e-20       8.35773399e-22       5.91874458e-23
