% Ag_d150nm_h20nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -8.41314134e-22       6.64172806e-22      -8.41314134e-22       6.64172806e-22       5.62879722e-22       5.42147792e-22
410.00      -5.71999132e-22       4.07169293e-22      -5.71999132e-22       4.07169293e-22       6.07978814e-22       2.99030774e-22
420.00      -7.97679302e-22       3.90677095e-22      -7.97679302e-22       3.90677095e-22       5.87517849e-22       2.24477576e-22
430.00      -9.11299604e-22       4.33545096e-22      -9.11299604e-22       4.33545096e-22       5.75148310e-22       1.86934233e-22
440.00      -9.94881134e-22       4.78436788e-22      -9.94881134e-22       4.78436788e-22       5.66429034e-22       1.65070678e-22
450.00      -1.07217546e-21       5.22493873e-22      -1.07217546e-21       5.22493873e-22       5.60190038e-22       1.48578053e-22
460.00      -1.15102721e-21       5.75231356e-22      -1.15102721e-21       5.75231356e-22       5.52838622e-22       1.34967990e-22
470.00      -1.23035952e-21       6.31812760e-22      -1.23035952e-21       6.31812760e-22       5.46677568e-22       1.23897344e-22
480.00      -1.31058593e-21       6.82961330e-22      -1.31058593e-21       6.82961330e-22       5.43505744e-22       1.14333430e-22
490.00      -1.39177269e-21       7.34420718e-22      -1.39177269e-21       7.34420718e-22       5.41325263e-22       1.06244919e-22
500.00      -1.47722443e-21       7.90540682e-22      -1.47722443e-21       7.90540682e-22       5.39145114e-22       9.89324244e-23
510.00      -1.56723886e-21       8.51687127e-22      -1.56723886e-21       8.51687127e-22       5.37026610e-22       9.23510848e-23
520.00      -1.66210865e-21       9.18380129e-22      -1.66210865e-21       9.18380129e-22       5.34990419e-22       8.63801078e-23
530.00      -1.76113207e-21       9.94478034e-22      -1.76113207e-21       9.94478034e-22       5.32769732e-22       8.11250541e-23
540.00      -1.86317544e-21       1.07973775e-21      -1.86317544e-21       1.07973775e-21       5.30585296e-22       7.65347679e-23
550.00      -1.96968115e-21       1.16566814e-21      -1.96968115e-21       1.16566814e-21       5.29119143e-22       7.22548686e-23
560.00      -2.08186150e-21       1.24843571e-21      -2.08186150e-21       1.24843571e-21       5.28442389e-22       6.81087615e-23
570.00      -2.19966323e-21       1.33354555e-21      -2.19966323e-21       1.33354555e-21       5.28029026e-22       6.42373150e-23
580.00      -2.32266108e-21       1.42834690e-21      -2.32266108e-21       1.42834690e-21       5.27489258e-22       6.07186878e-23
590.00      -2.44977115e-21       1.54018585e-21      -2.44977115e-21       1.54018585e-21       5.26600641e-22       5.76439304e-23
600.00      -2.58099036e-21       1.66812350e-21      -2.58099036e-21       1.66812350e-21       5.25567887e-22       5.49046998e-23
610.00      -2.71798680e-21       1.80827500e-21      -2.71798680e-21       1.80827500e-21       5.24618190e-22       5.23366517e-23
620.00      -2.86338489e-21       1.95593371e-21      -2.86338489e-21       1.95593371e-21       5.23900205e-22       4.98253308e-23
630.00      -3.01735957e-21       2.11182836e-21      -3.01735957e-21       2.11182836e-21       5.23383008e-22       4.73833720e-23
640.00      -3.17968014e-21       2.28074880e-21      -3.17968014e-21       2.28074880e-21       5.22941429e-22       4.50660442e-23
650.00      -3.35026796e-21       2.46761555e-21      -3.35026796e-21       2.46761555e-21       5.22502451e-22       4.28761939e-23
660.00      -3.52845126e-21       2.67862090e-21      -3.52845126e-21       2.67862090e-21       5.22002276e-22       4.08258133e-23
670.00      -3.71361801e-21       2.91820240e-21      -3.71361801e-21       2.91820240e-21       5.21444467e-22       3.89072536e-23
680.00      -3.90525240e-21       3.18886011e-21      -3.90525240e-21       3.18886011e-21       5.20862089e-22       3.71070078e-23
690.00      -4.10168073e-21       3.49445824e-21      -4.10168073e-21       3.49445824e-21       5.20283879e-22       3.54070542e-23
700.00      -4.30028477e-21       3.83959662e-21      -4.30028477e-21       3.83959662e-21       5.19711939e-22       3.38100455e-23
710.00      -4.49813532e-21       4.22988667e-21      -4.49813532e-21       4.22988667e-21       5.19149383e-22       3.23120686e-23
720.00      -4.69205718e-21       4.67334144e-21      -4.69205718e-21       4.67334144e-21       5.18596912e-22       3.08849141e-23
730.00      -4.87425289e-21       5.17689471e-21      -4.87425289e-21       5.17689471e-21       5.18051506e-22       2.95384130e-23
740.00      -5.03352293e-21       5.74720552e-21      -5.03352293e-21       5.74720552e-21       5.17525343e-22       2.82806131e-23
750.00      -5.15593180e-21       6.38825209e-21      -5.15593180e-21       6.38825209e-21       5.17022841e-22       2.71107335e-23
760.00      -5.22272908e-21       7.10038887e-21      -5.22272908e-21       7.10038887e-21       5.16561611e-22       2.60421531e-23
770.00      -5.21533314e-21       7.88065457e-21      -5.21533314e-21       7.88065457e-21       5.16147602e-22       2.50615283e-23
780.00      -5.11285379e-21       8.72857405e-21      -5.11285379e-21       8.72857405e-21       5.15759059e-22       2.41527942e-23
790.00      -4.88873197e-21       9.64112579e-21      -4.88873197e-21       9.64112579e-21       5.15387103e-22       2.32941456e-23
800.00      -4.51127584e-21       1.06076209e-20      -4.51127584e-21       1.06076209e-20       5.15007076e-22       2.24731971e-23
