% Ag_d70nm_h80nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00       3.48236775e-22       8.90155877e-22       3.48236775e-22       8.90155877e-22      -5.20728994e-22       2.65086437e-22
410.00      -7.43102178e-23       2.94209277e-22      -7.43102178e-23       2.94209277e-22      -6.06587703e-22       3.28995491e-22
420.00      -5.03354177e-22       4.13489505e-22      -5.03354177e-22       4.13489505e-22      -6.86888639e-22       3.91045606e-22
430.00      -7.30325438e-22       6.45734456e-22      -7.30325438e-22       6.45734456e-22      -7.67295470e-22       4.53377383e-22
440.00      -8.49807882e-22       9.04206210e-22      -8.49807882e-22       9.04206210e-22      -8.44038172e-22       5.21350572e-22
450.00      -9.11858625e-22       1.18697353e-21      -9.11858625e-22       1.18697353e-21      -9.24122972e-22       5.97428691e-22
460.00      -8.93100022e-22       1.52019305e-21      -8.93100022e-22       1.52019305e-21      -1.00869114e-21       6.94573246e-22
470.00      -7.77821785e-22       1.86820573e-21      -7.77821785e-22       1.86820573e-21      -1.09550733e-21       8.09142349e-22
480.00      -5.88617851e-22       2.19781961e-21      -5.88617851e-22       2.19781961e-21      -1.18716636e-21       9.30968527e-22
490.00      -3.07779957e-22       2.48165542e-21      -3.07779957e-22       2.48165542e-21      -1.28042644e-21       1.06854092e-21
500.00       6.75481754e-23       2.68709909e-21       6.75481754e-23       2.68709909e-21      -1.37530481e-21       1.23281147e-21
510.00       4.99389092e-22       2.77297367e-21       4.99389092e-22       2.77297367e-21      -1.46830708e-21       1.42903919e-21
520.00       9.29149307e-22       2.72576333e-21       9.29149307e-22       2.72576333e-21      -1.55376096e-21       1.66354423e-21
530.00       1.30204559e-21       2.55576825e-21       1.30204559e-21       2.55576825e-21      -1.61677748e-21       1.94713814e-21
540.00       1.57853254e-21       2.31459910e-21       1.57853254e-21       2.31459910e-21      -1.64047459e-21       2.28021728e-21
550.00       1.76787257e-21       2.06710705e-21       1.76787257e-21       2.06710705e-21      -1.62513888e-21       2.65137294e-21
560.00       1.89489779e-21       1.83733734e-21       1.89489779e-21       1.83733734e-21      -1.56648222e-21       3.05645639e-21
570.00       1.97232765e-21       1.62537396e-21       1.97232765e-21       1.62537396e-21      -1.43618797e-21       3.49615226e-21
580.00       2.00757348e-21       1.43019562e-21       2.00757348e-21       1.43019562e-21      -1.19139833e-21       3.95661492e-21
590.00       2.00757896e-21       1.25433299e-21       2.00757896e-21       1.25433299e-21      -7.90566342e-22       4.39222918e-21
600.00       1.98590332e-21       1.10197543e-21       1.98590332e-21       1.10197543e-21      -2.41611306e-22       4.73562415e-21
610.00       1.95455746e-21       9.72379606e-22       1.95455746e-21       9.72379606e-22       4.05321599e-22       4.93494036e-21
620.00       1.92126467e-21       8.62470932e-22       1.92126467e-21       8.62470932e-22       1.08173940e-21       4.97433157e-21
630.00       1.88748387e-21       7.68654183e-22       1.88748387e-21       7.68654183e-22       1.72893289e-21       4.85528215e-21
640.00       1.85307285e-21       6.87928769e-22       1.85307285e-21       6.87928769e-22       2.29874842e-21       4.59847162e-21
650.00       1.81784075e-21       6.17631557e-22       1.81784075e-21       6.17631557e-22       2.75973658e-21       4.23983020e-21
660.00       1.78194547e-21       5.56377912e-22       1.78194547e-21       5.56377912e-22       3.09733306e-21       3.82349031e-21
670.00       1.74612590e-21       5.02780571e-22       1.74612590e-21       5.02780571e-22       3.31733126e-21       3.39382356e-21
680.00       1.71127119e-21       4.55840178e-22       1.71127119e-21       4.55840178e-22       3.44025117e-21       2.98417563e-21
690.00       1.67779233e-21       4.14649882e-22       1.67779233e-21       4.14649882e-22       3.48957455e-21       2.61208088e-21
700.00       1.64586917e-21       3.78458524e-22       1.64586917e-21       3.78458524e-22       3.48697090e-21       2.28403383e-21
710.00       1.61569809e-21       3.46543427e-22       1.61569809e-21       3.46543427e-22       3.45010727e-21       2.00003589e-21
720.00       1.58695909e-21       3.18046462e-22       1.58695909e-21       3.18046462e-22       3.39156938e-21       1.75499852e-21
730.00       1.55994807e-21       2.92769465e-22       1.55994807e-21       2.92769465e-22       3.32035048e-21       1.54570096e-21
740.00       1.53440122e-21       2.70317610e-22       1.53440122e-21       2.70317610e-22       3.24218693e-21       1.36744255e-21
750.00       1.51044243e-21       2.50455634e-22       1.51044243e-21       2.50455634e-22       3.16172290e-21       1.21632672e-21
760.00       1.48798142e-21       2.32940394e-22       1.48798142e-21       2.32940394e-22       3.08178037e-21       1.08842984e-21
770.00       1.46699752e-21       2.17447789e-22       1.46699752e-21       2.17447789e-22       3.00442613e-21       9.80014216e-22
780.00       1.44736978e-21       2.03633081e-22       1.44736978e-21       2.03633081e-22       2.93055531e-21       8.87103944e-22
790.00       1.42887737e-21       1.91138401e-22       1.42887737e-21       1.91138401e-22       2.86033412e-21       8.06568579e-22
800.00       1.41129449e-21       1.79684241e-22       1.41129449e-21       1.79684241e-22       2.79331080e-21       7.35679451e-22
