% Ag_d140nm_h20nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -4.78372594e-22       5.54521575e-22      -4.78372594e-22       5.54521575e-22       5.49676862e-22       6.23666975e-22
410.00      -6.44504155e-22       3.09005652e-22      -6.44504155e-22       3.09005652e-22       6.18188794e-22       3.26567789e-22
420.00      -7.65175532e-22       3.42960917e-22      -7.65175532e-22       3.42960917e-22       5.89559650e-22       2.33900277e-22
430.00      -8.49434636e-22       3.79382296e-22      -8.49434636e-22       3.79382296e-22       5.70408453e-22       1.88639336e-22
440.00      -9.20096589e-22       4.16804256e-22      -9.20096589e-22       4.16804256e-22       5.56187450e-22       1.62853569e-22
450.00      -9.89244487e-22       4.54616592e-22      -9.89244487e-22       4.54616592e-22       5.45457308e-22       1.43986503e-22
460.00      -1.06211137e-21       5.01063675e-22      -1.06211137e-21       5.01063675e-22       5.34241636e-22       1.28769906e-22
470.00      -1.13690295e-21       5.51943232e-22      -1.13690295e-21       5.51943232e-22       5.24833889e-22       1.16695142e-22
480.00      -1.21328665e-21       5.98489074e-22      -1.21328665e-21       5.98489074e-22       5.18925722e-22       1.06481351e-22
490.00      -1.29121541e-21       6.45975344e-22      -1.29121541e-21       6.45975344e-22       5.14352062e-22       9.79435802e-23
500.00      -1.37393904e-21       6.98298019e-22      -1.37393904e-21       6.98298019e-22       5.10046988e-22       9.03934446e-23
510.00      -1.46170703e-21       7.55933334e-22      -1.46170703e-21       7.55933334e-22       5.06025893e-22       8.36717219e-23
520.00      -1.55486128e-21       8.19535736e-22      -1.55486128e-21       8.19535736e-22       5.02280492e-22       7.76668923e-23
530.00      -1.65285279e-21       8.93006170e-22      -1.65285279e-21       8.93006170e-22       4.98521200e-22       7.24630613e-23
540.00      -1.75452211e-21       9.76407259e-22      -1.75452211e-21       9.76407259e-22       4.94959720e-22       6.79732897e-23
550.00      -1.86107099e-21       1.06156540e-21      -1.86107099e-21       1.06156540e-21       4.92228387e-22       6.37941713e-23
560.00      -1.97356658e-21       1.14448250e-21      -1.97356658e-21       1.14448250e-21       4.90371444e-22       5.98087034e-23
570.00      -2.09220151e-21       1.23075031e-21      -2.09220151e-21       1.23075031e-21       4.88870532e-22       5.61040517e-23
580.00      -2.21683666e-21       1.32811445e-21      -2.21683666e-21       1.32811445e-21       4.87325977e-22       5.27774858e-23
590.00      -2.34645453e-21       1.44438003e-21      -2.34645453e-21       1.44438003e-21       4.85534635e-22       4.98960555e-23
600.00      -2.48080640e-21       1.57915001e-21      -2.48080640e-21       1.57915001e-21       4.83681495e-22       4.73564815e-23
610.00      -2.62152949e-21       1.72905422e-21      -2.62152949e-21       1.72905422e-21       4.81965563e-22       4.49909149e-23
620.00      -2.77121084e-21       1.88934496e-21      -2.77121084e-21       1.88934496e-21       4.80534447e-22       4.26865934e-23
630.00      -2.93009057e-21       2.06142741e-21      -2.93009057e-21       2.06142741e-21       4.79337209e-22       4.04612834e-23
640.00      -3.09789555e-21       2.25074382e-21      -3.09789555e-21       2.25074382e-21       4.78261055e-22       3.83527501e-23
650.00      -3.27429043e-21       2.46358343e-21      -3.27429043e-21       2.46358343e-21       4.77238698e-22       3.63749624e-23
660.00      -3.45787785e-21       2.70795976e-21      -3.45787785e-21       2.70795976e-21       4.76195819e-22       3.45278506e-23
670.00      -3.64727185e-21       2.99022133e-21      -3.64727185e-21       2.99022133e-21       4.75131377e-22       3.28184418e-23
680.00      -3.84038458e-21       3.31433412e-21      -3.84038458e-21       3.31433412e-21       4.74085724e-22       3.12093277e-23
690.00      -4.03361352e-21       3.68746826e-21      -4.03361352e-21       3.68746826e-21       4.73062330e-22       2.97065220e-23
700.00      -4.22139748e-21       4.11556464e-21      -4.22139748e-21       4.11556464e-21       4.72088237e-22       2.82984207e-23
710.00      -4.39569232e-21       4.60792841e-21      -4.39569232e-21       4.60792841e-21       4.71148896e-22       2.69821837e-23
720.00      -4.54721999e-21       5.17568485e-21      -4.54721999e-21       5.17568485e-21       4.70232120e-22       2.57296635e-23
730.00      -4.65875955e-21       5.82637737e-21      -4.65875955e-21       5.82637737e-21       4.69350354e-22       2.45514336e-23
740.00      -4.70623534e-21       6.56731972e-21      -4.70623534e-21       6.56731972e-21       4.68510747e-22       2.34606852e-23
750.00      -4.65928867e-21       7.39579567e-21      -4.65928867e-21       7.39579567e-21       4.67711178e-22       2.24509429e-23
760.00      -4.48310695e-21       8.29866132e-21      -4.48310695e-21       8.29866132e-21       4.66972246e-22       2.15327505e-23
770.00      -4.14345341e-21       9.25061711e-21      -4.14345341e-21       9.25061711e-21       4.66289449e-22       2.06937367e-23
780.00      -3.60733096e-21       1.02193054e-20      -3.60733096e-21       1.02193054e-20       4.65649976e-22       1.99196049e-23
790.00      -2.84590861e-21       1.11577171e-20      -2.84590861e-21       1.11577171e-20       4.65041810e-22       1.91879614e-23
800.00      -1.84062410e-21       1.20014327e-20      -1.84062410e-21       1.20014327e-20       4.64435610e-22       1.84938267e-23
