% Ag_d120nm_h40nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -8.12906061e-22       5.51681628e-22      -8.12906061e-22       5.51681628e-22      -3.52724767e-22       3.97386570e-22
410.00      -8.95920990e-22       6.37161052e-22      -8.95920990e-22       6.37161052e-22      -5.50971014e-22       1.06456358e-21
420.00      -9.74189261e-22       7.16333121e-22      -9.74189261e-22       7.16333121e-22      -1.98244640e-22       1.62404354e-21
430.00      -1.05330179e-21       7.92884660e-22      -1.05330179e-21       7.92884660e-22       3.05402846e-22       1.81309511e-21
440.00      -1.12771014e-21       8.71202845e-22      -1.12771014e-21       8.71202845e-22       6.95566469e-22       1.74566477e-21
450.00      -1.20457873e-21       9.55117572e-22      -1.20457873e-21       9.55117572e-22       9.63083925e-22       1.59534516e-21
460.00      -1.28285847e-21       1.05661421e-21      -1.28285847e-21       1.05661421e-21       1.13309227e-21       1.40239937e-21
470.00      -1.36204524e-21       1.16998405e-21      -1.36204524e-21       1.16998405e-21       1.22876473e-21       1.22539726e-21
480.00      -1.44710700e-21       1.28463037e-21      -1.44710700e-21       1.28463037e-21       1.28988202e-21       1.08566822e-21
490.00      -1.53411791e-21       1.40710282e-21      -1.53411791e-21       1.40710282e-21       1.32551594e-21       9.68016938e-22
500.00      -1.62354375e-21       1.54531976e-21      -1.62354375e-21       1.54531976e-21       1.34343090e-21       8.63556260e-22
510.00      -1.71447465e-21       1.70123659e-21      -1.71447465e-21       1.70123659e-21       1.34924261e-21       7.72031382e-22
520.00      -1.80554114e-21       1.87714734e-21      -1.80554114e-21       1.87714734e-21       1.34689916e-21       6.92261526e-22
530.00      -1.89063130e-21       2.07889440e-21      -1.89063130e-21       2.07889440e-21       1.33711613e-21       6.22789427e-22
540.00      -1.96557591e-21       2.30645187e-21      -1.96557591e-21       2.30645187e-21       1.32318101e-21       5.63357508e-22
550.00      -2.03779930e-21       2.55197352e-21      -2.03779930e-21       2.55197352e-21       1.31098706e-21       5.12718656e-22
560.00      -2.11122146e-21       2.81387895e-21      -2.11122146e-21       2.81387895e-21       1.30159355e-21       4.68921586e-22
570.00      -2.17753455e-21       3.10059983e-21      -2.17753455e-21       3.10059983e-21       1.29254702e-21       4.30280370e-22
580.00      -2.22257096e-21       3.42194610e-21      -2.22257096e-21       3.42194610e-21       1.28187718e-21       3.95860587e-22
590.00      -2.22752718e-21       3.78387457e-21      -2.22752718e-21       3.78387457e-21       1.26887120e-21       3.65366090e-22
600.00      -2.18398621e-21       4.18187890e-21      -2.18398621e-21       4.18187890e-21       1.25496623e-21       3.38337335e-22
610.00      -2.08975232e-21       4.60984243e-21      -2.08975232e-21       4.60984243e-21       1.24163149e-21       3.14137151e-22
620.00      -1.94602192e-21       5.06174404e-21      -1.94602192e-21       5.06174404e-21       1.22975496e-21       2.92068625e-22
630.00      -1.74284460e-21       5.53124970e-21      -1.74284460e-21       5.53124970e-21       1.21910421e-21       2.71955403e-22
640.00      -1.46266898e-21       6.00800987e-21      -1.46266898e-21       6.00800987e-21       1.20906145e-21       2.53580472e-22
650.00      -1.08956324e-21       6.47556248e-21      -1.08956324e-21       6.47556248e-21       1.19927946e-21       2.36795949e-22
660.00      -6.10378260e-22       6.90784946e-21      -6.10378260e-22       6.90784946e-21       1.18951551e-21       2.21435584e-22
670.00      -2.65731760e-23       7.27228073e-21      -2.65731760e-23       7.27228073e-21       1.17982062e-21       2.07395952e-22
680.00       6.44347013e-22       7.53763127e-21       6.44347013e-22       7.53763127e-21       1.17034943e-21       1.94499229e-22
690.00       1.37362949e-21       7.67691396e-21       1.37362949e-21       7.67691396e-21       1.16116113e-21       1.82667835e-22
700.00       2.12230708e-21       7.67562646e-21       2.12230708e-21       7.67562646e-21       1.15231179e-21       1.71788879e-22
710.00       2.84968707e-21       7.53467177e-21       2.84968707e-21       7.53467177e-21       1.14385222e-21       1.61797402e-22
720.00       3.52176864e-21       7.26824060e-21       3.52176864e-21       7.26824060e-21       1.13568533e-21       1.52522241e-22
730.00       4.10891028e-21       6.90170344e-21       4.10891028e-21       6.90170344e-21       1.12781721e-21       1.43964150e-22
740.00       4.59322237e-21       6.46700803e-21       4.59322237e-21       6.46700803e-21       1.12030941e-21       1.36096799e-22
750.00       4.97008798e-21       5.99701411e-21       4.97008798e-21       5.99701411e-21       1.11314362e-21       1.28894124e-22
760.00       5.24553284e-21       5.52034669e-21       5.24553284e-21       5.52034669e-21       1.10634938e-21       1.22358433e-22
770.00       5.43354511e-21       5.05951170e-21       5.43354511e-21       5.05951170e-21       1.09996702e-21       1.16401405e-22
780.00       5.55125034e-21       4.62448800e-21       5.55125034e-21       4.62448800e-21       1.09391591e-21       1.10936022e-22
790.00       5.61360321e-21       4.21895546e-21       5.61360321e-21       4.21895546e-21       1.08810258e-21       1.05857145e-22
800.00       5.63308636e-21       3.84478779e-21       5.63308636e-21       3.84478779e-21       1.08246183e-21       1.01079083e-22
