% Ag_d160nm_h20nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -9.83069874e-22       6.28450162e-22      -9.83069874e-22       6.28450162e-22       5.54095110e-22       4.57586783e-22
410.00      -5.49279820e-22       8.93477686e-22      -5.49279820e-22       8.93477686e-22       5.90139870e-22       2.70851537e-22
420.00      -7.66328093e-22       4.48398362e-22      -7.66328093e-22       4.48398362e-22       5.79418081e-22       2.13159658e-22
430.00      -9.54124638e-22       4.85832852e-22      -9.54124638e-22       4.85832852e-22       5.74385783e-22       1.82962001e-22
440.00      -1.06254970e-21       5.40783718e-22      -1.06254970e-21       5.40783718e-22       5.71445336e-22       1.64963713e-22
450.00      -1.15287363e-21       5.93169798e-22      -1.15287363e-21       5.93169798e-22       5.69874297e-22       1.51026709e-22
460.00      -1.24039386e-21       6.53877311e-22      -1.24039386e-21       6.53877311e-22       5.66633476e-22       1.39204015e-22
470.00      -1.32581936e-21       7.17450640e-22      -1.32581936e-21       7.17450640e-22       5.63965643e-22       1.29357914e-22
480.00      -1.41090531e-21       7.74134292e-22      -1.41090531e-21       7.74134292e-22       5.63749407e-22       1.20712965e-22
490.00      -1.49603619e-21       8.30515180e-22      -1.49603619e-21       8.30515180e-22       5.64193389e-22       1.13261068e-22
500.00      -1.58486217e-21       8.91251076e-22      -1.58486217e-21       8.91251076e-22       5.64382617e-22       1.06425799e-22
510.00      -1.67774791e-21       9.56725789e-22      -1.67774791e-21       9.56725789e-22       5.64421029e-22       1.00143690e-22
520.00      -1.77498054e-21       1.02738738e-21      -1.77498054e-21       1.02738738e-21       5.64338291e-22       9.43583215e-23
530.00      -1.87578473e-21       1.10705485e-21      -1.87578473e-21       1.10705485e-21       5.63893736e-22       8.92206423e-23
540.00      -1.97891584e-21       1.19536062e-21      -1.97891584e-21       1.19536062e-21       5.63330757e-22       8.46742021e-23
550.00      -2.08626497e-21       1.28350899e-21      -2.08626497e-21       1.28350899e-21       5.63353094e-22       8.03757946e-23
560.00      -2.19910277e-21       1.36754228e-21      -2.19910277e-21       1.36754228e-21       5.64068304e-22       7.61932378e-23
570.00      -2.31714394e-21       1.45317901e-21      -2.31714394e-21       1.45317901e-21       5.64953593e-22       7.22362597e-23
580.00      -2.43975730e-21       1.54756652e-21      -2.43975730e-21       1.54756652e-21       5.65611087e-22       6.86214309e-23
590.00      -2.56567387e-21       1.65756757e-21      -2.56567387e-21       1.65756757e-21       5.65831495e-22       6.54217488e-23
600.00      -2.69512064e-21       1.78214220e-21      -2.69512064e-21       1.78214220e-21       5.65813455e-22       6.25443362e-23
610.00      -2.82990000e-21       1.91699246e-21      -2.82990000e-21       1.91699246e-21       5.65810426e-22       5.98267122e-23
620.00      -2.97260471e-21       2.05734571e-21      -2.97260471e-21       2.05734571e-21       5.65987843e-22       5.71561418e-23
630.00      -3.12337234e-21       2.20378115e-21      -3.12337234e-21       2.20378115e-21       5.66305087e-22       5.45504951e-23
640.00      -3.28184635e-21       2.36027437e-21      -3.28184635e-21       2.36027437e-21       5.66652560e-22       5.20533048e-23
650.00      -3.44803847e-21       2.53107927e-21      -3.44803847e-21       2.53107927e-21       5.66962686e-22       4.96857657e-23
660.00      -3.62153520e-21       2.72163606e-21      -3.62153520e-21       2.72163606e-21       5.67148459e-22       4.74558705e-23
670.00      -3.80222503e-21       2.93520090e-21      -3.80222503e-21       2.93520090e-21       5.67232379e-22       4.53569003e-23
680.00      -3.98991717e-21       3.17299810e-21      -3.98991717e-21       3.17299810e-21       5.67252251e-22       4.33737402e-23
690.00      -4.18376584e-21       3.43766325e-21      -4.18376584e-21       3.43766325e-21       5.67236055e-22       4.14946924e-23
700.00      -4.38255814e-21       3.73187628e-21      -4.38255814e-21       3.73187628e-21       5.67197826e-22       3.97253326e-23
710.00      -4.58497432e-21       4.05992947e-21      -4.58497432e-21       4.05992947e-21       5.67138739e-22       3.80523891e-23
720.00      -4.79024738e-21       4.42741153e-21      -4.79024738e-21       4.42741153e-21       5.67049233e-22       3.64537472e-23
730.00      -4.99439413e-21       4.83923618e-21      -4.99439413e-21       4.83923618e-21       5.66945038e-22       3.49403583e-23
740.00      -5.19132709e-21       5.29959022e-21      -5.19132709e-21       5.29959022e-21       5.66834913e-22       3.35155929e-23
750.00      -5.37346873e-21       5.81196591e-21      -5.37346873e-21       5.81196591e-21       5.66727523e-22       3.21942814e-23
760.00      -5.53116118e-21       6.37988660e-21      -5.53116118e-21       6.37988660e-21       5.66633727e-22       3.09760955e-23
770.00      -5.65499957e-21       7.00243716e-21      -5.65499957e-21       7.00243716e-21       5.66578505e-22       2.98558141e-23
780.00      -5.73505406e-21       7.68583820e-21      -5.73505406e-21       7.68583820e-21       5.66530918e-22       2.88088492e-23
790.00      -5.75804286e-21       8.43719049e-21      -5.75804286e-21       8.43719049e-21       5.66476432e-22       2.78172281e-23
800.00      -5.70739045e-21       9.26238932e-21      -5.70739045e-21       9.26238932e-21       5.66403263e-22       2.68732721e-23
