% Au_d90nm_h70nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -6.93511655e-23       7.18273551e-22      -6.93511655e-23       7.18273551e-22      -2.49060659e-23       6.69961904e-22
410.00      -7.43869014e-23       7.44837664e-22      -7.43869014e-23       7.44837664e-22      -2.73503274e-23       6.95443191e-22
420.00      -7.84208862e-23       7.69310492e-22      -7.84208862e-23       7.69310492e-22      -2.88669730e-23       7.18870866e-22
430.00      -8.20502159e-23       7.91291686e-22      -8.20502159e-23       7.91291686e-22      -3.00382740e-23       7.39896803e-22
440.00      -9.27320257e-23       8.10702394e-22      -9.27320257e-23       8.10702394e-22      -3.76937799e-23       7.58577212e-22
450.00      -1.09586719e-22       8.26542779e-22      -1.09586719e-22       8.26542779e-22      -5.10088746e-23       7.74037010e-22
460.00      -1.23194797e-22       8.35603809e-22      -1.23194797e-22       8.35603809e-22      -6.14266088e-23       7.83267191e-22
470.00      -1.39870732e-22       8.43040977e-22      -1.39870732e-22       8.43040977e-22      -7.46092303e-23       7.91121600e-22
480.00      -1.76290186e-22       8.58902101e-22      -1.76290186e-22       8.58902101e-22      -1.05083353e-22       8.06703317e-22
490.00      -2.38845221e-22       8.75757446e-22      -2.38845221e-22       8.75757446e-22      -1.58055098e-22       8.22688512e-22
500.00      -3.18121632e-22       8.99685411e-22      -3.18121632e-22       8.99685411e-22      -2.24562926e-22       8.42507068e-22
510.00      -4.34323624e-22       9.69619265e-22      -4.34323624e-22       9.69619265e-22      -3.28666281e-22       8.92470793e-22
520.00      -5.49395796e-22       1.05800637e-21      -5.49395796e-22       1.05800637e-21      -4.53988108e-22       9.54580545e-22
530.00      -6.44580418e-22       1.14915766e-21      -6.44580418e-22       1.14915766e-21      -5.73690455e-22       1.04411666e-21
540.00      -7.65559265e-22       1.27519606e-21      -7.65559265e-22       1.27519606e-21      -7.10569372e-22       1.19354949e-21
550.00      -9.06843819e-22       1.45158662e-21      -9.06843819e-22       1.45158662e-21      -8.48072983e-22       1.40044739e-21
560.00      -1.05007326e-21       1.68532843e-21      -1.05007326e-21       1.68532843e-21      -9.74367302e-22       1.66347689e-21
570.00      -1.17323168e-21       1.99149548e-21      -1.17323168e-21       1.99149548e-21      -1.06835991e-21       1.99929741e-21
580.00      -1.24575576e-21       2.37777302e-21      -1.24575576e-21       2.37777302e-21      -1.09399651e-21       2.41559899e-21
590.00      -1.22591502e-21       2.84652295e-21      -1.22591502e-21       2.84652295e-21      -9.98824565e-22       2.90742345e-21
600.00      -1.07087207e-21       3.37604761e-21      -1.07087207e-21       3.37604761e-21      -7.32660040e-22       3.43331989e-21
610.00      -7.49321064e-22       3.91039791e-21      -7.49321064e-22       3.91039791e-21      -2.75867782e-22       3.90810510e-21
620.00      -2.66155659e-22       4.37706097e-21      -2.66155659e-22       4.37706097e-21       3.30124250e-22       4.24186159e-21
630.00       3.52092509e-22       4.72080993e-21       3.52092509e-22       4.72080993e-21       1.01733909e-21       4.38759309e-21
640.00       1.05883611e-21       4.87929057e-21       1.05883611e-21       4.87929057e-21       1.70047901e-21       4.31859325e-21
650.00       1.76413421e-21       4.81587387e-21       1.76413421e-21       4.81587387e-21       2.28378133e-21       4.05843991e-21
660.00       2.36931222e-21       4.55147802e-21       2.36931222e-21       4.55147802e-21       2.70525874e-21       3.67654065e-21
670.00       2.82818262e-21       4.17228851e-21       2.82818262e-21       4.17228851e-21       2.97274143e-21       3.26251121e-21
680.00       3.14974187e-21       3.75703067e-21       3.14974187e-21       3.75703067e-21       3.12774906e-21       2.86967303e-21
690.00       3.35431941e-21       3.34600899e-21       3.35431941e-21       3.34600899e-21       3.20107555e-21       2.51579804e-21
700.00       3.46777124e-21       2.96279528e-21       3.46777124e-21       2.96279528e-21       3.21802864e-21       2.20589980e-21
710.00       3.51423593e-21       2.61807938e-21       3.51423593e-21       2.61807938e-21       3.19783667e-21       1.93942589e-21
720.00       3.51475321e-21       2.31715221e-21       3.51475321e-21       2.31715221e-21       3.15486911e-21       1.71301268e-21
730.00       3.48561872e-21       2.05680010e-21       3.48561872e-21       2.05680010e-21       3.09927976e-21       1.52108388e-21
740.00       3.43841354e-21       1.83286042e-21       3.43841354e-21       1.83286042e-21       3.03733243e-21       1.35771963e-21
750.00       3.38042634e-21       1.63945304e-21       3.38042634e-21       1.63945304e-21       2.97283516e-21       1.21758178e-21
760.00       3.31635319e-21       1.47157084e-21       3.31635319e-21       1.47157084e-21       2.90791785e-21       1.09638200e-21
770.00       3.24971742e-21       1.32698417e-21       3.24971742e-21       1.32698417e-21       2.84420472e-21       9.92187040e-22
780.00       3.18228992e-21       1.20155659e-21       3.18228992e-21       1.20155659e-21       2.78252157e-21       9.01890374e-22
790.00       3.11612560e-21       1.09248210e-21       3.11612560e-21       1.09248210e-21       2.72343592e-21       8.23120499e-22
800.00       3.05194668e-21       9.96824717e-22       3.05194668e-21       9.96824717e-22       2.66739035e-21       7.54005557e-22
