% Al_l110nm_w70nm_h60nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
300.00      -2.10284878e-22       6.08339704e-22      -6.55070998e-23       8.93173918e-22       1.23137506e-22       3.72097080e-22
310.00      -2.44502829e-22       6.64813982e-22      -2.93756390e-23       9.82143591e-22       1.38818560e-22       4.71196759e-22
320.00      -2.77663343e-22       7.22804983e-22       6.62816813e-24       1.05952649e-21       1.68728916e-22       5.53887956e-22
330.00      -3.10504657e-22       7.82823763e-22       4.24075324e-23       1.13335147e-21       2.05098820e-22       6.26248949e-22
340.00      -3.43503126e-22       8.45560611e-22       8.02777110e-23       1.20699414e-21       2.45991615e-22       6.92156874e-22
350.00      -3.76548707e-22       9.11356989e-22       1.21822948e-22       1.28073493e-21       2.91305822e-22       7.53080370e-22
360.00      -4.09437870e-22       9.80997421e-22       1.69231769e-22       1.35449519e-21       3.41161087e-22       8.09304561e-22
370.00      -4.41967674e-22       1.05496674e-21       2.23457899e-22       1.42738770e-21       3.95505260e-22       8.60593020e-22
380.00      -4.73978241e-22       1.13363862e-21       2.85126901e-22       1.49855894e-21       4.54184803e-22       9.06689249e-22
390.00      -5.05165204e-22       1.21753872e-21       3.54690656e-22       1.56675123e-21       5.16685532e-22       9.46939363e-22
400.00      -5.35130244e-22       1.30711785e-21       4.32250696e-22       1.63058212e-21       5.82478815e-22       9.80840321e-22
410.00      -5.63356947e-22       1.40287588e-21       5.17634563e-22       1.68855200e-21       6.50690553e-22       1.00793271e-21
420.00      -5.89208244e-22       1.50530117e-21       6.10301457e-22       1.73918492e-21       7.20494764e-22       1.02776964e-21
430.00      -6.11894460e-22       1.61490595e-21       7.09401557e-22       1.78087402e-21       7.90728567e-22       1.04024518e-21
440.00      -6.30599131e-22       1.73172180e-21       8.13101266e-22       1.81254657e-21       8.60172106e-22       1.04552065e-21
450.00      -6.44224313e-22       1.85573612e-21       9.19523364e-22       1.83326548e-21       9.27701958e-22       1.04406679e-21
460.00      -6.51710585e-22       1.98721991e-21       1.02701912e-21       1.84265614e-21       9.92433668e-22       1.03631969e-21
470.00      -6.52004991e-22       2.12671165e-21       1.13422121e-21       1.84083477e-21       1.05398596e-21       1.02300823e-21
480.00      -6.43964883e-22       2.27408734e-21       1.23936928e-21       1.82841803e-21       1.11184562e-21       1.00490764e-21
490.00      -6.26216003e-22       2.42939187e-21       1.34108491e-21       1.80595765e-21       1.16572660e-21       9.82712659e-22
500.00      -5.96805461e-22       2.59199187e-21       1.43783164e-21       1.77426742e-21       1.21525801e-21       9.57174946e-22
510.00      -5.53544851e-22       2.76117345e-21       1.52833564e-21       1.73407696e-21       1.26023094e-21       9.28918857e-22
520.00      -4.94230021e-22       2.93561177e-21       1.61162575e-21       1.68666457e-21       1.30050174e-21       8.98513718e-22
530.00      -4.16962487e-22       3.11382491e-21       1.68717476e-21       1.63330610e-21       1.33626474e-21       8.66709667e-22
540.00      -3.20108545e-22       3.29343829e-21       1.75465228e-21       1.57563382e-21       1.36771210e-21       8.33973935e-22
550.00      -2.02114691e-22       3.47157979e-21       1.81394105e-21       1.51497330e-21       1.39509372e-21       8.01077503e-22
560.00      -6.23635686e-23       3.64458181e-21       1.86521281e-21       1.45278728e-21       1.41866053e-21       7.68405276e-22
570.00       9.92542921e-23       3.80877333e-21       1.90888083e-21       1.39015312e-21       1.43875319e-21       7.36344482e-22
580.00       2.82945486e-22       3.96036502e-21       1.94545012e-21       1.32756752e-21       1.45573098e-21       7.04947548e-22
590.00       4.87221193e-22       4.09521464e-21       1.97554703e-21       1.26594529e-21       1.46987590e-21       6.74541665e-22
600.00       7.09214127e-22       4.20952376e-21       1.99988769e-21       1.20603836e-21       1.48153320e-21       6.45237235e-22
610.00       9.45954829e-22       4.29953805e-21       2.01891139e-21       1.14809485e-21       1.49096243e-21       6.17177070e-22
620.00       1.19289888e-21       4.36284286e-21       2.03335634e-21       1.09257940e-21       1.49847902e-21       5.90424126e-22
630.00       1.44547969e-21       4.39694774e-21       2.04359555e-21       1.03962352e-21       1.50421215e-21       5.65066103e-22
640.00       1.69840607e-21       4.40121230e-21       2.05017082e-21       9.89380112e-22       1.50832560e-21       5.41000448e-22
650.00       1.94564428e-21       4.37778735e-21       2.05392696e-21       9.42146344e-22       1.51131111e-21       5.18354519e-22
660.00       2.18292413e-21       4.32930580e-21       2.05530224e-21       8.97713794e-22       1.51331791e-21       4.97091869e-22
670.00       2.40747123e-21       4.25768657e-21       2.05472196e-21       8.56039957e-22       1.51445875e-21       4.77070854e-22
680.00       2.61566346e-21       4.16643413e-21       2.05242942e-21       8.17049820e-22       1.51485717e-21       4.58271301e-22
690.00       2.80534446e-21       4.05834137e-21       2.04855772e-21       7.80618428e-22       1.51457091e-21       4.40694962e-22
700.00       2.97729145e-21       3.93614977e-21       2.04337556e-21       7.46134236e-22       1.51360347e-21       4.23974398e-22
710.00       3.13039196e-21       3.80315102e-21       2.03703038e-21       7.13611491e-22       1.51201705e-21       4.08150905e-22
720.00       3.26096519e-21       3.66621292e-21       2.03001706e-21       6.83937008e-22       1.51015873e-21       3.93672760e-22
730.00       3.36820595e-21       3.52998188e-21       2.02240053e-21       6.57388291e-22       1.50815406e-21       3.80792457e-22
740.00       3.45471672e-21       3.39364554e-21       2.01396538e-21       6.33285176e-22       1.50569017e-21       3.69175263e-22
750.00       3.52468247e-21       3.25710061e-21       2.00468472e-21       6.10781415e-22       1.50263114e-21       3.58287812e-22
760.00       3.58058085e-21       3.12521283e-21       1.99525173e-21       5.89953145e-22       1.49955225e-21       3.48213304e-22
770.00       3.62519827e-21       3.00162948e-21       1.98640498e-21       5.70982948e-22       1.49679999e-21       3.38994718e-22
780.00       3.65714194e-21       2.89033298e-21       1.97815929e-21       5.54701639e-22       1.49442221e-21       3.31141846e-22
790.00       3.67238631e-21       2.79851158e-21       1.97061353e-21       5.42824324e-22       1.49269210e-21       3.25776676e-22
