% Al_d50nm_h20nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00       3.99320856e-22       2.37355481e-22       3.99320856e-22       2.37355481e-22       1.06291999e-22       1.35086996e-23
410.00       3.89802622e-22       2.01563175e-22       3.89802622e-22       2.01563175e-22       1.04759128e-22       1.24560539e-23
420.00       3.78521146e-22       1.72740839e-22       3.78521146e-22       1.72740839e-22       1.03354300e-22       1.15323441e-23
430.00       3.66606833e-22       1.49354527e-22       3.66606833e-22       1.49354527e-22       1.02059172e-22       1.07198698e-23
440.00       3.54907746e-22       1.30470205e-22       3.54907746e-22       1.30470205e-22       1.00869841e-22       1.00105030e-23
450.00       3.43736680e-22       1.15130100e-22       3.43736680e-22       1.15130100e-22       9.97780801e-23       9.39272662e-24
460.00       3.33252222e-22       1.02541466e-22       3.33252222e-22       1.02541466e-22       9.87672679e-23       8.85159553e-24
470.00       3.23624254e-22       9.20826920e-23       3.23624254e-22       9.20826920e-23       9.78414825e-23       8.37060731e-24
480.00       3.14849975e-22       8.32509656e-23       3.14849975e-22       8.32509656e-23       9.69863639e-23       7.93156725e-24
490.00       3.06835762e-22       7.57081122e-23       3.06835762e-22       7.57081122e-23       9.61973534e-23       7.52964179e-24
500.00       2.99517847e-22       6.92473415e-23       2.99517847e-22       6.92473415e-23       9.54657734e-23       7.16473438e-24
510.00       2.92779790e-22       6.36714123e-23       2.92779790e-22       6.36714123e-23       9.47830853e-23       6.83206429e-24
520.00       2.86569022e-22       5.88374703e-23       2.86569022e-22       5.88374703e-23       9.41450153e-23       6.53148466e-24
530.00       2.80787124e-22       5.45859815e-23       2.80787124e-22       5.45859815e-23       9.35395291e-23       6.25541349e-24
540.00       2.75456898e-22       5.08544499e-23       2.75456898e-22       5.08544499e-23       9.29725695e-23       6.00150843e-24
550.00       2.70521502e-22       4.75669584e-23       2.70521502e-22       4.75669584e-23       9.24370942e-23       5.77008623e-24
560.00       2.65973184e-22       4.46794754e-23       2.65973184e-22       4.46794754e-23       9.19391047e-23       5.56063310e-24
570.00       2.61741108e-22       4.21250628e-23       2.61741108e-22       4.21250628e-23       9.14684222e-23       5.36990513e-24
580.00       2.57791107e-22       3.98434921e-23       2.57791107e-22       3.98434921e-23       9.10189127e-23       5.19464082e-24
590.00       2.54140785e-22       3.78098202e-23       2.54140785e-22       3.78098202e-23       9.06022511e-23       5.03353478e-24
600.00       2.50702802e-22       3.59790795e-23       2.50702802e-22       3.59790795e-23       9.02002234e-23       4.88526283e-24
610.00       2.47511558e-22       3.43443506e-23       2.47511558e-22       3.43443506e-23       8.98248741e-23       4.75127314e-24
620.00       2.44534572e-22       3.28803451e-23       2.44534572e-22       3.28803451e-23       8.94707757e-23       4.62878099e-24
630.00       2.41711080e-22       3.15688690e-23       2.41711080e-22       3.15688690e-23       8.91296020e-23       4.51918269e-24
640.00       2.39062980e-22       3.04061265e-23       2.39062980e-22       3.04061265e-23       8.88063460e-23       4.42183273e-24
650.00       2.36592647e-22       2.93722589e-23       2.36592647e-22       2.93722589e-23       8.85022226e-23       4.33535383e-24
660.00       2.34302410e-22       2.84480526e-23       2.34302410e-22       2.84480526e-23       8.82177315e-23       4.25747885e-24
670.00       2.32145361e-22       2.76100366e-23       2.32145361e-22       2.76100366e-23       8.79485120e-23       4.18661891e-24
680.00       2.30131374e-22       2.68664549e-23       2.30131374e-22       2.68664549e-23       8.76945585e-23       4.12449350e-24
690.00       2.28222959e-22       2.62124967e-23       2.28222959e-22       2.62124967e-23       8.74520055e-23       4.07179542e-24
700.00       2.26399326e-22       2.55972045e-23       2.26399326e-22       2.55972045e-23       8.72175096e-23       4.02112697e-24
710.00       2.24652864e-22       2.50310230e-23       2.24652864e-22       2.50310230e-23       8.69892686e-23       3.97451798e-24
720.00       2.23011480e-22       2.45733962e-23       2.23011480e-22       2.45733962e-23       8.67774676e-23       3.94276325e-24
730.00       2.21522296e-22       2.42824362e-23       2.21522296e-22       2.42824362e-23       8.65859492e-23       3.93259333e-24
740.00       2.20089556e-22       2.41130404e-23       2.20089556e-22       2.41130404e-23       8.64026685e-23       3.94084158e-24
750.00       2.18658853e-22       2.39889769e-23       2.18658853e-22       2.39889769e-23       8.62161818e-23       3.95628527e-24
760.00       2.17309976e-22       2.39094645e-23       2.17309976e-22       2.39094645e-23       8.60387598e-23       3.97719390e-24
770.00       2.16110130e-22       2.38823309e-23       2.16110130e-22       2.38823309e-23       8.58862252e-23       4.00355797e-24
780.00       2.15055870e-22       2.39991419e-23       2.15055870e-22       2.39991419e-23       8.57555111e-23       4.05128877e-24
790.00       2.14228495e-22       2.44639393e-23       2.14228495e-22       2.44639393e-23       8.56701022e-23       4.15353728e-24
800.00       2.13929095e-22       2.47090775e-23       2.13929095e-22       2.47090775e-23       8.56660103e-23       4.20767655e-24
