% Al_d150nm_h70nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00       1.26326065e-22       2.30953983e-21       1.26326065e-22       2.30953983e-21       9.57942229e-22       1.07121095e-21
410.00       1.20040710e-22       2.42989410e-21       1.20040710e-22       2.42989410e-21       1.01573604e-21       1.13089913e-21
420.00       1.16625310e-22       2.55424908e-21       1.16625310e-22       2.55424908e-21       1.07594614e-21       1.18834452e-21
430.00       1.16558703e-22       2.68272551e-21       1.16558703e-22       2.68272551e-21       1.13849441e-21       1.24314675e-21
440.00       1.20113585e-22       2.81528829e-21       1.20113585e-22       2.81528829e-21       1.20335865e-21       1.29512969e-21
450.00       1.27505947e-22       2.95179618e-21       1.27505947e-22       2.95179618e-21       1.27025945e-21       1.34407859e-21
460.00       1.39431765e-22       3.09221134e-21       1.39431765e-22       3.09221134e-21       1.33907929e-21       1.38954796e-21
470.00       1.56432658e-22       3.23695677e-21       1.56432658e-22       3.23695677e-21       1.40986654e-21       1.43136298e-21
480.00       1.78940021e-22       3.38629517e-21       1.78940021e-22       3.38629517e-21       1.48252514e-21       1.46929366e-21
490.00       2.07429218e-22       3.54016991e-21       2.07429218e-22       3.54016991e-21       1.55684400e-21       1.50320258e-21
500.00       2.42875602e-22       3.69827388e-21       2.42875602e-22       3.69827388e-21       1.63241899e-21       1.53274926e-21
510.00       2.86119782e-22       3.86008545e-21       2.86119782e-22       3.86008545e-21       1.70870504e-21       1.55761287e-21
520.00       3.38029296e-22       4.02521266e-21       3.38029296e-22       4.02521266e-21       1.78529043e-21       1.57767939e-21
530.00       3.99525795e-22       4.19329114e-21       3.99525795e-22       4.19329114e-21       1.86182472e-21       1.59283285e-21
540.00       4.71246652e-22       4.36400139e-21       4.71246652e-22       4.36400139e-21       1.93797420e-21       1.60318756e-21
550.00       5.53575374e-22       4.53585318e-21       5.53575374e-22       4.53585318e-21       2.01301348e-21       1.60893332e-21
560.00       6.47103578e-22       4.70823760e-21       6.47103578e-22       4.70823760e-21       2.08660732e-21       1.61030850e-21
570.00       7.52464320e-22       4.88004997e-21       7.52464320e-22       4.88004997e-21       2.15845941e-21       1.60737644e-21
580.00       8.70116838e-22       5.05042126e-21       8.70116838e-22       5.05042126e-21       2.22823909e-21       1.60047997e-21
590.00       1.00066252e-21       5.21797258e-21       1.00066252e-21       5.21797258e-21       2.29561873e-21       1.58978303e-21
600.00       1.14379932e-21       5.38147713e-21       1.14379932e-21       5.38147713e-21       2.36040785e-21       1.57575140e-21
610.00       1.30005105e-21       5.53931089e-21       1.30005105e-21       5.53931089e-21       2.42233813e-21       1.55863455e-21
620.00       1.46881020e-21       5.69021158e-21       1.46881020e-21       5.69021158e-21       2.48132497e-21       1.53881862e-21
630.00       1.65001741e-21       5.83199306e-21       1.65001741e-21       5.83199306e-21       2.53701829e-21       1.51661070e-21
640.00       1.84272891e-21       5.96299730e-21       1.84272891e-21       5.96299730e-21       2.58939398e-21       1.49233179e-21
650.00       2.04541445e-21       6.08250879e-21       2.04541445e-21       6.08250879e-21       2.63862151e-21       1.46665596e-21
660.00       2.25670315e-21       6.19004983e-21       2.25670315e-21       6.19004983e-21       2.68491848e-21       1.43981737e-21
670.00       2.47612386e-21       6.28406178e-21       2.47612386e-21       6.28406178e-21       2.72822536e-21       1.41195490e-21
680.00       2.70181229e-21       6.36331761e-21       2.70181229e-21       6.36331761e-21       2.76848785e-21       1.38335534e-21
690.00       2.93220371e-21       6.42670586e-21       2.93220371e-21       6.42670586e-21       2.80579362e-21       1.35426570e-21
700.00       3.16744658e-21       6.47332915e-21       3.16744658e-21       6.47332915e-21       2.84016100e-21       1.32444728e-21
710.00       3.40498354e-21       6.50301372e-21       3.40498354e-21       6.50301372e-21       2.87180331e-21       1.29431572e-21
720.00       3.63961537e-21       6.51636166e-21       3.63961537e-21       6.51636166e-21       2.90076741e-21       1.26482465e-21
730.00       3.86606731e-21       6.51513881e-21       3.86606731e-21       6.51513881e-21       2.92723818e-21       1.23688590e-21
740.00       4.08500820e-21       6.49710525e-21       4.08500820e-21       6.49710525e-21       2.95087525e-21       1.20985641e-21
750.00       4.29816938e-21       6.46219078e-21       4.29816938e-21       6.46219078e-21       2.97183862e-21       1.18304188e-21
760.00       4.50343101e-21       6.41503420e-21       4.50343101e-21       6.41503420e-21       2.99098945e-21       1.15699137e-21
770.00       4.69973254e-21       6.36025853e-21       4.69973254e-21       6.36025853e-21       3.00906466e-21       1.13199932e-21
780.00       4.88108621e-21       6.30172179e-21       4.88108621e-21       6.30172179e-21       3.02617261e-21       1.10940122e-21
790.00       5.03706724e-21       6.24589536e-21       5.03706724e-21       6.24589536e-21       3.04235005e-21       1.09132653e-21
800.00       5.20279205e-21       6.20870745e-21       5.20279205e-21       6.20870745e-21       3.06319953e-21       1.07298219e-21
