% Al_d20nm_h40nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00       4.21967250e-23       3.83452620e-24       4.21967250e-23       3.83452620e-24       2.35188898e-22       2.54855676e-22
410.00       4.15140571e-23       3.57394581e-24       4.15140571e-23       3.57394581e-24       2.40801092e-22       2.01986642e-22
420.00       4.08992069e-23       3.34642784e-24       4.08992069e-23       3.34642784e-24       2.35839059e-22       1.61332676e-22
430.00       4.03274907e-23       3.14402126e-24       4.03274907e-23       3.14402126e-24       2.26453466e-22       1.30831503e-22
440.00       3.98131450e-23       2.96901075e-24       3.98131450e-23       2.96901075e-24       2.15790145e-22       1.08147173e-22
450.00       3.93323658e-23       2.81941192e-24       3.93323658e-23       2.81941192e-24       2.05168398e-22       9.10577889e-23
460.00       3.89159371e-23       2.69045947e-24       3.89159371e-23       2.69045947e-24       1.95392008e-22       7.81427988e-23
470.00       3.85292907e-23       2.57593283e-24       3.85292907e-23       2.57593283e-24       1.86517426e-22       6.79970938e-23
480.00       3.81724572e-23       2.46827068e-24       3.81724572e-23       2.46827068e-24       1.78678845e-22       5.99041833e-23
490.00       3.78411274e-23       2.36891970e-24       3.78411274e-23       2.36891970e-24       1.71740520e-22       5.33245784e-23
500.00       3.75355573e-23       2.27799459e-24       3.75355573e-23       2.27799459e-24       1.65541292e-22       4.79017411e-23
510.00       3.72559102e-23       2.19594833e-24       3.72559102e-23       2.19594833e-24       1.60020123e-22       4.34115863e-23
520.00       3.69905713e-23       2.12034250e-24       3.69905713e-23       2.12034250e-24       1.55002977e-22       3.96223916e-23
530.00       3.67458924e-23       2.05053479e-24       3.67458924e-23       2.05053479e-24       1.50456930e-22       3.63865880e-23
540.00       3.65114738e-23       1.98654671e-24       3.65114738e-23       1.98654671e-24       1.46327916e-22       3.36062681e-23
550.00       3.62981830e-23       1.92794767e-24       3.62981830e-23       1.92794767e-24       1.42581869e-22       3.12163484e-23
560.00       3.60907541e-23       1.87496558e-24       3.60907541e-23       1.87496558e-24       1.39167557e-22       2.91562509e-23
570.00       3.59018742e-23       1.82747021e-24       3.59018742e-23       1.82747021e-24       1.36047648e-22       2.73724229e-23
580.00       3.57210373e-23       1.78345062e-24       3.57210373e-23       1.78345062e-24       1.33199802e-22       2.58117324e-23
590.00       3.55470000e-23       1.74363300e-24       3.55470000e-23       1.74363300e-24       1.30561790e-22       2.44288571e-23
600.00       3.53892662e-23       1.70762821e-24       3.53892662e-23       1.70762821e-24       1.28142616e-22       2.32128056e-23
610.00       3.52355593e-23       1.67379287e-24       3.52355593e-23       1.67379287e-24       1.25902439e-22       2.21353145e-23
620.00       3.50953728e-23       1.64480215e-24       3.50953728e-23       1.64480215e-24       1.23837782e-22       2.11847729e-23
630.00       3.49600140e-23       1.61947482e-24       3.49600140e-23       1.61947482e-24       1.21905341e-22       2.03469193e-23
640.00       3.48282058e-23       1.59701110e-24       3.48282058e-23       1.59701110e-24       1.20091899e-22       1.96107968e-23
650.00       3.47086099e-23       1.57896765e-24       3.47086099e-23       1.57896765e-24       1.18429573e-22       1.89718800e-23
660.00       3.45945825e-23       1.56279912e-24       3.45945825e-23       1.56279912e-24       1.16885967e-22       1.84049412e-23
670.00       3.44813702e-23       1.54827980e-24       3.44813702e-23       1.54827980e-24       1.15458397e-22       1.79003781e-23
680.00       3.43894708e-23       1.53741699e-24       3.43894708e-23       1.53741699e-24       1.14130919e-22       1.74599615e-23
690.00       3.42852390e-23       1.52860252e-24       3.42852390e-23       1.52860252e-24       1.12881029e-22       1.70809232e-23
700.00       3.41920173e-23       1.52065684e-24       3.41920173e-23       1.52065684e-24       1.11679307e-22       1.67177090e-23
710.00       3.41010576e-23       1.51355616e-24       3.41010576e-23       1.51355616e-24       1.10540883e-22       1.63862831e-23
720.00       3.40196604e-23       1.51197646e-24       3.40196604e-23       1.51197646e-24       1.09495216e-22       1.61397493e-23
730.00       3.39451122e-23       1.51997080e-24       3.39451122e-23       1.51997080e-24       1.08530363e-22       1.60132159e-23
740.00       3.38725999e-23       1.53494079e-24       3.38725999e-23       1.53494079e-24       1.07595134e-22       1.59714116e-23
750.00       3.37979589e-23       1.55259780e-24       3.37979589e-23       1.55259780e-24       1.06655617e-22       1.59535282e-23
760.00       3.37309193e-23       1.57232034e-24       3.37309193e-23       1.57232034e-24       1.05777598e-22       1.59656964e-23
770.00       3.36660776e-23       1.59395694e-24       3.36660776e-23       1.59395694e-24       1.04983152e-22       1.60114564e-23
780.00       3.36215387e-23       1.62457286e-24       3.36215387e-23       1.62457286e-24       1.04335317e-22       1.61806974e-23
790.00       3.35924185e-23       1.67966801e-24       3.35924185e-23       1.67966801e-24       1.03802312e-22       1.66155646e-23
800.00       3.35944871e-23       1.71203429e-24       3.35944871e-23       1.71203429e-24       1.03684708e-22       1.69146938e-23
