% Al_d40nm_h60nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00       3.11329707e-22       1.02544655e-22       3.11329707e-22       1.02544655e-22       3.64434317e-23       1.08465594e-21
410.00       3.06820352e-22       9.23032065e-23       3.06820352e-22       9.23032065e-23       1.88704128e-22       1.11896139e-21
420.00       3.02251403e-22       8.34415320e-23       3.02251403e-22       8.34415320e-23       3.44475761e-22       1.11029927e-21
430.00       2.97755211e-22       7.58010725e-23       2.97755211e-22       7.58010725e-23       4.86352076e-22       1.06215044e-21
440.00       2.93424779e-22       6.91823474e-23       2.93424779e-22       6.91823474e-23       6.01877159e-22       9.85677880e-22
450.00       2.89280726e-22       6.34848739e-23       2.89280726e-22       6.34848739e-23       6.86549019e-22       8.94668297e-22
460.00       2.85338396e-22       5.85394407e-23       2.85338396e-22       5.85394407e-23       7.42706064e-22       8.00287737e-22
470.00       2.81625974e-22       5.41887554e-23       2.81625974e-22       5.41887554e-23       7.76042702e-22       7.10462606e-22
480.00       2.78168279e-22       5.03332676e-23       2.78168279e-22       5.03332676e-23       7.92756129e-22       6.28991644e-22
490.00       2.74938063e-22       4.68922285e-23       2.74938063e-22       4.68922285e-23       7.97747484e-22       5.56939599e-22
500.00       2.71913486e-22       4.38212721e-23       2.71913486e-22       4.38212721e-23       7.94716710e-22       4.94285810e-22
510.00       2.69060721e-22       4.10646526e-23       2.69060721e-22       4.10646526e-23       7.86322078e-22       4.40137609e-22
520.00       2.66358791e-22       3.85980983e-23       2.66358791e-22       3.85980983e-23       7.74452587e-22       3.93431734e-22
530.00       2.63807789e-22       3.63644010e-23       2.63807789e-22       3.63644010e-23       7.60683117e-22       3.53257127e-22
540.00       2.61404998e-22       3.43518994e-23       2.61404998e-22       3.43518994e-23       7.45963286e-22       3.18662413e-22
550.00       2.59136814e-22       3.25282059e-23       2.59136814e-22       3.25282059e-23       7.30920557e-22       2.88871902e-22
560.00       2.56995956e-22       3.08816860e-23       2.56995956e-22       3.08816860e-23       7.16024201e-22       2.63229227e-22
570.00       2.54984703e-22       2.93962077e-23       2.54984703e-22       2.93962077e-23       7.01501058e-22       2.41060986e-22
580.00       2.53085105e-22       2.80428919e-23       2.53085105e-22       2.80428919e-23       6.87500224e-22       2.21739581e-22
590.00       2.51279884e-22       2.68078738e-23       2.51279884e-22       2.68078738e-23       6.74129352e-22       2.04852388e-22
600.00       2.49553679e-22       2.56818374e-23       2.49553679e-22       2.56818374e-23       6.61356413e-22       1.90011847e-22
610.00       2.47970334e-22       2.46560194e-23       2.47970334e-22       2.46560194e-23       6.49405689e-22       1.77031237e-22
620.00       2.46430336e-22       2.37171980e-23       2.46430336e-22       2.37171980e-23       6.38033761e-22       1.65542846e-22
630.00       2.44982977e-22       2.28705805e-23       2.44982977e-22       2.28705805e-23       6.27295005e-22       1.55426408e-22
640.00       2.43594140e-22       2.21058139e-23       2.43594140e-22       2.21058139e-23       6.17071907e-22       1.46460699e-22
650.00       2.42300284e-22       2.14139251e-23       2.42300284e-22       2.14139251e-23       6.07568061e-22       1.38578413e-22
660.00       2.41081823e-22       2.07845603e-23       2.41081823e-22       2.07845603e-23       5.98683493e-22       1.31565603e-22
670.00       2.39932660e-22       2.02097901e-23       2.39932660e-22       2.02097901e-23       5.90385838e-22       1.25302523e-22
680.00       2.38841239e-22       1.96885357e-23       2.38841239e-22       1.96885357e-23       5.82567840e-22       1.19714461e-22
690.00       2.37808410e-22       1.92250570e-23       2.37808410e-22       1.92250570e-23       5.75215306e-22       1.14761954e-22
700.00       2.36797503e-22       1.87860087e-23       2.36797503e-22       1.87860087e-23       5.68179721e-22       1.10181687e-22
710.00       2.35839279e-22       1.83801177e-23       2.35839279e-22       1.83801177e-23       5.61490761e-22       1.06006171e-22
720.00       2.34929732e-22       1.80431967e-23       2.34929732e-22       1.80431967e-23       5.55219764e-22       1.02432412e-22
730.00       2.34112867e-22       1.78054231e-23       2.34112867e-22       1.78054231e-23       5.49467251e-22       9.96404659e-23
740.00       2.33315609e-22       1.76462576e-23       2.33315609e-22       1.76462576e-23       5.43850671e-22       9.73704014e-23
750.00       2.32519039e-22       1.75232813e-23       2.32519039e-22       1.75232813e-23       5.38378730e-22       9.53888796e-23
760.00       2.31758076e-22       1.74299523e-23       2.31758076e-22       1.74299523e-23       5.33193019e-22       9.36636185e-23
770.00       2.31088904e-22       1.73667995e-23       2.31088904e-22       1.73667995e-23       5.28526747e-22       9.22378499e-23
780.00       2.30524546e-22       1.73960989e-23       2.30524546e-22       1.73960989e-23       5.24419631e-22       9.14422103e-23
790.00       2.30091853e-22       1.76335140e-23       2.30091853e-22       1.76335140e-23       5.20869617e-22       9.18799215e-23
800.00       2.29981724e-22       1.77111487e-23       2.29981724e-22       1.77111487e-23       5.19198502e-22       9.18567190e-23
