% Al_d100nm_h40nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00      -2.12564187e-22       1.58645273e-21      -2.12564187e-22       1.58645273e-21       6.54088659e-22       4.11608788e-22
410.00      -1.67820980e-22       1.69631864e-21      -1.67820980e-22       1.69631864e-21       6.74413852e-22       3.95524143e-22
420.00      -1.09468029e-22       1.80807344e-21      -1.09468029e-22       1.80807344e-21       6.92104901e-22       3.78719085e-22
430.00      -3.60902267e-23       1.91954970e-21      -3.60902267e-23       1.91954970e-21       7.07326141e-22       3.61569696e-22
440.00       5.29383616e-23       2.02788827e-21       5.29383616e-23       2.02788827e-21       7.20215400e-22       3.44490597e-22
450.00       1.57810187e-22       2.12972209e-21       1.57810187e-22       2.12972209e-21       7.31005985e-22       3.27762163e-22
460.00       2.78201508e-22       2.22172654e-21       2.78201508e-22       2.22172654e-21       7.39885638e-22       3.11533623e-22
470.00       4.12712251e-22       2.30118138e-21       4.12712251e-22       2.30118138e-21       7.47165600e-22       2.95881256e-22
480.00       5.59594360e-22       2.36551207e-21       5.59594360e-22       2.36551207e-21       7.53107298e-22       2.80834351e-22
490.00       7.15818776e-22       2.41224418e-21       7.15818776e-22       2.41224418e-21       7.57873854e-22       2.66450802e-22
500.00       8.78159011e-22       2.43914587e-21       8.78159011e-22       2.43914587e-21       7.61639230e-22       2.52806909e-22
510.00       1.04275494e-21       2.44475329e-21       1.04275494e-21       2.44475329e-21       7.64412799e-22       2.39839990e-22
520.00       1.20533791e-21       2.42890775e-21       1.20533791e-21       2.42890775e-21       7.66354583e-22       2.27607934e-22
530.00       1.36227954e-21       2.39275271e-21       1.36227954e-21       2.39275271e-21       7.67567557e-22       2.16046929e-22
540.00       1.50949945e-21       2.33849572e-21       1.50949945e-21       2.33849572e-21       7.68204720e-22       2.05178139e-22
550.00       1.64424026e-21       2.26905184e-21       1.64424026e-21       2.26905184e-21       7.68356058e-22       1.95005613e-22
560.00       1.76465289e-21       2.18739579e-21       1.76465289e-21       2.18739579e-21       7.68078078e-22       1.85477146e-22
570.00       1.86957172e-21       2.09753354e-21       1.86957172e-21       2.09753354e-21       7.67491298e-22       1.76600641e-22
580.00       1.95932843e-21       2.00155168e-21       1.95932843e-21       2.00155168e-21       7.66593099e-22       1.68290147e-22
590.00       2.03426688e-21       1.90251940e-21       2.03426688e-21       1.90251940e-21       7.65453649e-22       1.60513196e-22
600.00       2.09534614e-21       1.80321554e-21       2.09534614e-21       1.80321554e-21       7.64157240e-22       1.53268328e-22
610.00       2.14374142e-21       1.70509067e-21       2.14374142e-21       1.70509067e-21       7.62686296e-22       1.46493416e-22
620.00       2.18086557e-21       1.61002246e-21       2.18086557e-21       1.61002246e-21       7.61117300e-22       1.40190540e-22
630.00       2.20785130e-21       1.51858409e-21       2.20785130e-21       1.51858409e-21       7.59439228e-22       1.34323264e-22
640.00       2.22616736e-21       1.43175909e-21       2.22616736e-21       1.43175909e-21       7.57667658e-22       1.28876788e-22
650.00       2.23740821e-21       1.35026960e-21       2.23740821e-21       1.35026960e-21       7.55873961e-22       1.23812062e-22
660.00       2.24308513e-21       1.27429823e-21       2.24308513e-21       1.27429823e-21       7.54119372e-22       1.19117286e-22
670.00       2.24409660e-21       1.20350254e-21       2.24409660e-21       1.20350254e-21       7.52345103e-22       1.14723253e-22
680.00       2.24119536e-21       1.13780526e-21       2.24119536e-21       1.13780526e-21       7.50596681e-22       1.10645727e-22
690.00       2.23502286e-21       1.07715652e-21       2.23502286e-21       1.07715652e-21       7.48854668e-22       1.06873996e-22
700.00       2.22620363e-21       1.02027514e-21       2.22620363e-21       1.02027514e-21       7.47060359e-22       1.03297662e-22
710.00       2.21520394e-21       9.67347573e-22       2.21520394e-21       9.67347573e-22       7.45248359e-22       9.99400653e-23
720.00       2.20270345e-21       9.19481601e-22       2.20270345e-21       9.19481601e-22       7.43527180e-22       9.69039265e-23
730.00       2.18904421e-21       8.77277681e-22       2.18904421e-21       8.77277681e-22       7.41931516e-22       9.42753019e-23
740.00       2.17373101e-21       8.39141730e-22       2.17373101e-21       8.39141730e-22       7.40307008e-22       9.19618592e-23
750.00       2.15723089e-21       8.03884389e-22       2.15723089e-21       8.03884389e-22       7.38624285e-22       8.98450352e-23
760.00       2.14058399e-21       7.71633105e-22       2.14058399e-21       7.71633105e-22       7.36985038e-22       8.79036748e-23
770.00       2.12483136e-21       7.42724289e-22       2.12483136e-21       7.42724289e-22       7.35530714e-22       8.61386112e-23
780.00       2.10984383e-21       7.18224917e-22       2.10984383e-21       7.18224917e-22       7.34304554e-22       8.47194291e-23
790.00       2.09553087e-21       7.00671536e-22       2.09553087e-21       7.00671536e-22       7.33433284e-22       8.39742065e-23
800.00       2.08883326e-21       6.84084301e-22       2.08883326e-21       6.84084301e-22       7.33414682e-22       8.28758740e-23
