% Al_d20nm_h70nm
% units: lam in nm, alpha in m^3
% lam         Re(alpha_xx)         Im(alpha_xx)         Re(alpha_yy)         Im(alpha_yy)         Re(alpha_zz)         Im(alpha_zz)
400.00       6.02887751e-23       5.82809408e-24       6.02887751e-23       5.82809408e-24      -2.81900060e-22       1.59823949e-22
410.00       5.97416862e-23       5.46126411e-24       5.97416862e-23       5.46126411e-24      -3.05887826e-22       1.87426014e-22
420.00       5.92096489e-23       5.12531212e-24       5.92096489e-23       5.12531212e-24      -3.30806407e-22       2.20995036e-22
430.00       5.87466746e-23       4.83510838e-24       5.87466746e-23       4.83510838e-24      -3.55895165e-22       2.61996366e-22
440.00       5.83012736e-23       4.57860523e-24       5.83012736e-23       4.57860523e-24      -3.79019608e-22       3.10508801e-22
450.00       5.78994971e-23       4.35529597e-24       5.78994971e-23       4.35529597e-24      -3.99352422e-22       3.71929965e-22
460.00       5.75346844e-23       4.15436824e-24       5.75346844e-23       4.15436824e-24      -4.11910313e-22       4.43541969e-22
470.00       5.71969820e-23       3.97684635e-24       5.71969820e-23       3.97684635e-24      -4.13143315e-22       5.26871432e-22
480.00       5.68725501e-23       3.81439080e-24       5.68725501e-23       3.81439080e-24      -3.98081836e-22       6.20639340e-22
490.00       5.66033631e-23       3.66088781e-24       5.66033631e-23       3.66088781e-24      -3.60921256e-22       7.20772198e-22
500.00       5.63196102e-23       3.51521541e-24       5.63196102e-23       3.51521541e-24      -2.95948597e-22       8.20229492e-22
510.00       5.60707318e-23       3.38842758e-24       5.60707318e-23       3.38842758e-24      -2.00958441e-22       9.07612892e-22
520.00       5.58297446e-23       3.26907041e-24       5.58297446e-23       3.26907041e-24      -7.94506080e-23       9.69955449e-22
530.00       5.56139840e-23       3.16020818e-24       5.56139840e-23       3.16020818e-24       5.70494126e-23       9.97268526e-22
540.00       5.54086130e-23       3.06026271e-24       5.54086130e-23       3.06026271e-24       1.92962450e-22       9.86416610e-22
550.00       5.51926430e-23       2.96518769e-24       5.51926430e-23       2.96518769e-24       3.13701547e-22       9.42650550e-22
560.00       5.50144771e-23       2.88400908e-24       5.50144771e-23       2.88400908e-24       4.10505221e-22       8.76603503e-22
570.00       5.48441600e-23       2.80854351e-24       5.48441600e-23       2.80854351e-24       4.81104532e-22       8.00133004e-22
580.00       5.46702748e-23       2.73380753e-24       5.46702748e-23       2.73380753e-24       5.28793914e-22       7.21695075e-22
590.00       5.45081631e-23       2.66959210e-24       5.45081631e-23       2.66959210e-24       5.57781622e-22       6.47643913e-22
600.00       5.43528381e-23       2.61061366e-24       5.43528381e-23       2.61061366e-24       5.72884173e-22       5.79983876e-22
610.00       5.42095772e-23       2.55812699e-24       5.42095772e-23       2.55812699e-24       5.78071540e-22       5.20489989e-22
620.00       5.40745024e-23       2.50744494e-24       5.40745024e-23       2.50744494e-24       5.76539573e-22       4.68714874e-22
630.00       5.39493736e-23       2.46644272e-24       5.39493736e-23       2.46644272e-24       5.70346183e-22       4.23791858e-22
640.00       5.38258089e-23       2.42902463e-24       5.38258089e-23       2.42902463e-24       5.61186028e-22       3.85212569e-22
650.00       5.37139490e-23       2.39603925e-24       5.37139490e-23       2.39603925e-24       5.50551788e-22       3.52471286e-22
660.00       5.35987364e-23       2.36821185e-24       5.35987364e-23       2.36821185e-24       5.39387370e-22       3.24655377e-22
670.00       5.34922260e-23       2.34198237e-24       5.34922260e-23       2.34198237e-24       5.28067326e-22       3.00689415e-22
680.00       5.34034180e-23       2.32120746e-24       5.34034180e-23       2.32120746e-24       5.16791081e-22       2.80056386e-22
690.00       5.33237864e-23       2.30526388e-24       5.33237864e-23       2.30526388e-24       5.05676517e-22       2.62324648e-22
700.00       5.32236344e-23       2.28981324e-24       5.32236344e-23       2.28981324e-24       4.94867751e-22       2.46321186e-22
710.00       5.31351060e-23       2.27657919e-24       5.31351060e-23       2.27657919e-24       4.84463349e-22       2.32142155e-22
720.00       5.30493077e-23       2.26782729e-24       5.30493077e-23       2.26782729e-24       4.74411260e-22       2.20303267e-22
730.00       5.29840496e-23       2.27548263e-24       5.29840496e-23       2.27548263e-24       4.64592636e-22       2.11048355e-22
740.00       5.29262609e-23       2.29417277e-24       5.29262609e-23       2.29417277e-24       4.54770649e-22       2.03409536e-22
750.00       5.28469623e-23       2.31727661e-24       5.28469623e-23       2.31727661e-24       4.44964576e-22       1.96407279e-22
760.00       5.27845863e-23       2.34260510e-24       5.27845863e-23       2.34260510e-24       4.35886423e-22       1.90470719e-22
770.00       5.27211742e-23       2.36946054e-24       5.27211742e-23       2.36946054e-24       4.27639592e-22       1.85601888e-22
780.00       5.26788575e-23       2.40919501e-24       5.26788575e-23       2.40919501e-24       4.20133534e-22       1.82756785e-22
790.00       5.26779910e-23       2.48534265e-24       5.26779910e-23       2.48534265e-24       4.12582567e-22       1.83174949e-22
800.00       5.26833486e-23       2.52113900e-24       5.26833486e-23       2.52113900e-24       4.09634396e-22       1.84773552e-22
